context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,seconds_time_elapsed,seconds_user,seconds_sys
456.0,138.0,59957.0,2487337387.0,2820705387.0,581741950.0,13171742.0,1.320454645,0.994638,0.25406
623.0,124.0,59941.0,2476298714.0,2819723633.0,13171742.0,13263069.0,1.283907416,0.885089,0.338674
417.0,102.0,59929.0,2387997205.0,2817340026.0,581532261.0,13162617.0,1.245201689,0.893437,0.276839
461.0,132.0,59952.0,2388895027.0,2818589134.0,13263069.0,12916701.0,1.283470219,0.966817,0.248314
496.0,131.0,59924.0,2451648434.0,2817755377.0,581024681.0,13328010.0,1.316656304,0.967778,0.288562
443.0,115.0,59921.0,2356497647.0,2816335067.0,13162617.0,12915996.0,1.234081124,0.890864,0.261208
390.0,107.0,59917.0,2379350930.0,2817016299.0,581277750.0,12901011.0,1.23657456,0.863808,0.310021
439.0,113.0,59918.0,2448803459.0,2818647553.0,12916701.0,13259301.0,1.287641776,0.907155,0.321621
418.0,107.0,59984.0,2386816085.0,2818165971.0,581065567.0,12922130.0,1.234826436,0.846503,0.322918
440.0,116.0,59971.0,2378283235.0,2817386869.0,13328010.0,12992983.0,1.244329908,0.824388,0.345964
446.0,116.0,59977.0,2392816288.0,2818269780.0,580819520.0,13110217.0,1.248044246,0.928278,0.251707
444.0,102.0,59978.0,2375450991.0,2818508836.0,12915996.0,12950832.0,1.246751335,0.860562,0.30614
447.0,115.0,59943.0,2378184258.0,2817384838.0,580958113.0,12946347.0,1.243997614,0.942014,0.227084
480.0,121.0,59896.0,2407787178.0,2817690957.0,12901011.0,13154004.0,1.284255995,0.883948,0.296797
425.0,130.0,59981.0,2396490157.0,2817449448.0,581268938.0,13121888.0,1.232223054,0.920635,0.244774
460.0,126.0,59915.0,2394838620.0,2818043478.0,13259301.0,13055541.0,1.255034898,0.87211,0.30946
450.0,121.0,59937.0,2380963997.0,2818951963.0,581227664.0,13020296.0,1.23436953,0.868782,0.302828
429.0,117.0,59951.0,2381939288.0,2818345801.0,12922130.0,13006767.0,1.233927268,0.861108,0.30762
458.0,126.0,59919.0,2398083281.0,2818427280.0,581037949.0,13115084.0,1.29384903,0.88313,0.295901
467.0,138.0,59970.0,2425424146.0,2819077900.0,12992983.0,12896128.0,1.275668626,0.901466,0.314246
522.0,136.0,59990.0,2495432806.0,2819964930.0,581229263.0,13397906.0,1.330519197,0.953108,0.300217
546.0,125.0,59998.0,2427457854.0,2818486243.0,13110217.0,13500789.0,1.317804015,0.894135,0.302931
423.0,110.0,59957.0,2425246100.0,2816941493.0,581263233.0,13378388.0,1.274029071,0.860072,0.352483
456.0,138.0,59957.0,2487337387.0,2820705387.0,12950832.0,13171742.0,1.320454645,0.994638,0.25406
623.0,124.0,59941.0,2476298714.0,2819723633.0,581037470.0,13263069.0,1.283907416,0.885089,0.338674
417.0,102.0,59929.0,2387997205.0,2817340026.0,12946347.0,13162617.0,1.245201689,0.893437,0.276839
461.0,132.0,59952.0,2388895027.0,2818589134.0,581067980.0,12916701.0,1.283470219,0.966817,0.248314
496.0,131.0,59924.0,2451648434.0,2817755377.0,13154004.0,13328010.0,1.316656304,0.967778,0.288562
443.0,115.0,59921.0,2356497647.0,2816335067.0,581057994.0,12915996.0,1.234081124,0.890864,0.261208
390.0,107.0,59917.0,2379350930.0,2817016299.0,13121888.0,12901011.0,1.23657456,0.863808,0.310021
439.0,113.0,59918.0,2448803459.0,2818647553.0,581159658.0,13259301.0,1.287641776,0.907155,0.321621
418.0,107.0,59984.0,2386816085.0,2818165971.0,13055541.0,12922130.0,1.234826436,0.846503,0.322918
440.0,116.0,59971.0,2378283235.0,2817386869.0,581338235.0,12992983.0,1.244329908,0.824388,0.345964
446.0,116.0,59977.0,2392816288.0,2818269780.0,13020296.0,13110217.0,1.248044246,0.928278,0.251707
444.0,102.0,59978.0,2375450991.0,2818508836.0,581211873.0,12950832.0,1.246751335,0.860562,0.30614
447.0,115.0,59943.0,2378184258.0,2817384838.0,13006767.0,12946347.0,1.243997614,0.942014,0.227084
480.0,121.0,59896.0,2407787178.0,2817690957.0,581252971.0,13154004.0,1.284255995,0.883948,0.296797
425.0,130.0,59981.0,2396490157.0,2817449448.0,13115084.0,13121888.0,1.232223054,0.920635,0.244774
460.0,126.0,59915.0,2394838620.0,2818043478.0,581427368.0,13055541.0,1.255034898,0.87211,0.30946
450.0,121.0,59937.0,2380963997.0,2818951963.0,12896128.0,13020296.0,1.23436953,0.868782,0.302828
429.0,117.0,59951.0,2381939288.0,2818345801.0,581618058.0,13006767.0,1.233927268,0.861108,0.30762
458.0,126.0,59919.0,2398083281.0,2818427280.0,13397906.0,13115084.0,1.29384903,0.88313,0.295901
467.0,138.0,59970.0,2425424146.0,2819077900.0,581312634.0,12896128.0,1.275668626,0.901466,0.314246
522.0,136.0,59990.0,2495432806.0,2819964930.0,13500789.0,13397906.0,1.330519197,0.953108,0.300217
546.0,125.0,59998.0,2427457854.0,2818486243.0,580904016.0,13500789.0,1.317804015,0.894135,0.302931
423.0,110.0,59957.0,2425246100.0,2816941493.0,13378388.0,13378388.0,1.274029071,0.860072,0.352483
523.0,122.0,59990.0,2554626423.0,2819647830.0,581741950.0,13489974.0,1.434900219,1.0072,0.307393
626.0,133.0,59964.0,2569793746.0,2819379164.0,13171742.0,13726819.0,1.416465243,0.98558,0.322472
498.0,126.0,59979.0,2476335895.0,2819467198.0,581532261.0,13195563.0,1.383550951,0.955678,0.303935
429.0,113.0,59951.0,2393456588.0,2817324555.0,13263069.0,13065449.0,1.263996282,0.870163,0.308754
393.0,95.0,59906.0,2352921165.0,2816516262.0,581024681.0,12889269.0,1.236187398,0.885474,0.257195
407.0,115.0,59901.0,2358804829.0,2816680658.0,13162617.0,12851440.0,1.225247737,0.868819,0.281611
522.0,120.0,59942.0,2469650878.0,2817918609.0,581277750.0,13292370.0,1.334400302,0.943629,0.293943
421.0,109.0,59890.0,2447783408.0,2816802844.0,12916701.0,13190960.0,1.269982818,0.937354,0.26812
434.0,119.0,59948.0,2446092378.0,2818076203.0,581065567.0,13227503.0,1.357443822,0.939386,0.312462
576.0,145.0,59915.0,2599381494.0,2819484830.0,13328010.0,13900957.0,1.509344065,1.061167,0.30116
414.0,108.0,59958.0,2372284321.0,2816362477.0,580819520.0,13228189.0,1.264543366,0.908868,0.248363
422.0,102.0,59934.0,2372133032.0,2817114370.0,12915996.0,12952041.0,1.234017723,0.887176,0.273465
446.0,117.0,59980.0,2382378874.0,2817560049.0,580958113.0,13081975.0,1.232755561,0.862435,0.29902
469.0,107.0,59920.0,2396654475.0,2818162038.0,12901011.0,12977593.0,1.337688313,0.914866,0.283928
642.0,134.0,59928.0,2547128460.0,2821053129.0,581268938.0,13424047.0,1.453427407,1.027421,0.265764
604.0,154.0,60015.0,2667145984.0,2821195556.0,13259301.0,14904814.0,1.597406025,1.125645,0.307261
677.0,122.0,59980.0,2459507354.0,2818741564.0,581227664.0,13363117.0,1.408649949,0.95066,0.289912
539.0,125.0,59930.0,2403152516.0,2818099545.0,12922130.0,13272904.0,1.278940095,0.857551,0.323157
581.0,156.0,59961.0,2568732796.0,2818788075.0,581037949.0,14763562.0,1.509917834,1.038902,0.297697
403.0,116.0,60047.0,2383526575.0,2818469539.0,12992983.0,13316188.0,1.243418392,0.868519,0.303539
714.0,168.0,59880.0,2645231539.0,2819512878.0,581229263.0,14743658.0,1.505990729,1.039202,0.315769
455.0,126.0,59945.0,2393364043.0,2818040905.0,13110217.0,13152085.0,1.273898337,0.861861,0.319134
472.0,143.0,59914.0,2411259999.0,2817139142.0,581263233.0,13382593.0,1.308933615,0.889475,0.305395
414.0,107.0,59974.0,2338297500.0,2817342396.0,12950832.0,12986912.0,1.220255642,0.835967,0.308049
444.0,121.0,59929.0,2414876217.0,2816025328.0,581037470.0,13087915.0,1.297774534,0.909952,0.296522
469.0,158.0,59917.0,2392806553.0,2817094575.0,12946347.0,12987328.0,1.249975792,0.89742,0.28693
523.0,122.0,59990.0,2554626423.0,2819647830.0,581067980.0,13489974.0,1.434900219,1.0072,0.307393
626.0,133.0,59964.0,2569793746.0,2819379164.0,13154004.0,13726819.0,1.416465243,0.98558,0.322472
498.0,126.0,59979.0,2476335895.0,2819467198.0,581057994.0,13195563.0,1.383550951,0.955678,0.303935
429.0,113.0,59951.0,2393456588.0,2817324555.0,13121888.0,13065449.0,1.263996282,0.870163,0.308754
393.0,95.0,59906.0,2352921165.0,2816516262.0,581159658.0,12889269.0,1.236187398,0.885474,0.257195
407.0,115.0,59901.0,2358804829.0,2816680658.0,13055541.0,12851440.0,1.225247737,0.868819,0.281611
522.0,120.0,59942.0,2469650878.0,2817918609.0,581338235.0,13292370.0,1.334400302,0.943629,0.293943
421.0,109.0,59890.0,2447783408.0,2816802844.0,13020296.0,13190960.0,1.269982818,0.937354,0.26812
434.0,119.0,59948.0,2446092378.0,2818076203.0,581211873.0,13227503.0,1.357443822,0.939386,0.312462
576.0,145.0,59915.0,2599381494.0,2819484830.0,13006767.0,13900957.0,1.509344065,1.061167,0.30116
414.0,108.0,59958.0,2372284321.0,2816362477.0,581252971.0,13228189.0,1.264543366,0.908868,0.248363
422.0,102.0,59934.0,2372133032.0,2817114370.0,13115084.0,12952041.0,1.234017723,0.887176,0.273465
446.0,117.0,59980.0,2382378874.0,2817560049.0,581427368.0,13081975.0,1.232755561,0.862435,0.29902
469.0,107.0,59920.0,2396654475.0,2818162038.0,12896128.0,12977593.0,1.337688313,0.914866,0.283928
642.0,134.0,59928.0,2547128460.0,2821053129.0,581618058.0,13424047.0,1.453427407,1.027421,0.265764
604.0,154.0,60015.0,2667145984.0,2821195556.0,13397906.0,14904814.0,1.597406025,1.125645,0.307261
677.0,122.0,59980.0,2459507354.0,2818741564.0,581312634.0,13363117.0,1.408649949,0.95066,0.289912
539.0,125.0,59930.0,2403152516.0,2818099545.0,13500789.0,13272904.0,1.278940095,0.857551,0.323157
581.0,156.0,59961.0,2568732796.0,2818788075.0,580904016.0,14763562.0,1.509917834,1.038902,0.297697
403.0,116.0,60047.0,2383526575.0,2818469539.0,13378388.0,13316188.0,1.243418392,0.868519,0.303539
714.0,168.0,59880.0,2645231539.0,2819512878.0,581463998.0,14743658.0,1.505990729,1.039202,0.315769
455.0,126.0,59945.0,2393364043.0,2818040905.0,13489974.0,13152085.0,1.273898337,0.861861,0.319134
472.0,143.0,59914.0,2411259999.0,2817139142.0,581396838.0,13382593.0,1.308933615,0.889475,0.305395
414.0,107.0,59974.0,2338297500.0,2817342396.0,13726819.0,12986912.0,1.220255642,0.835967,0.308049
444.0,121.0,59929.0,2414876217.0,2816025328.0,581447120.0,13087915.0,1.297774534,0.909952,0.296522
469.0,158.0,59917.0,2392806553.0,2817094575.0,13195563.0,12987328.0,1.249975792,0.89742,0.28693
454.0,112.0,59991.0,2392944607.0,2817535940.0,581028566.0,13022209.0,1.252156055,0.86135,0.318609
736.0,130.0,59952.0,2529993020.0,2820086407.0,13065449.0,13768745.0,1.487560044,0.999832,0.297952
442.0,115.0,60002.0,2374176690.0,2819337551.0,580833925.0,13343207.0,1.248967445,0.892113,0.27202
376.0,98.0,59946.0,2314177015.0,2817880446.0,12889269.0,12846448.0,1.207342379,0.856834,0.278129
541.0,152.0,59914.0,2500504166.0,2818746662.0,580909430.0,13317103.0,1.354091517,0.906994,0.347229
475.0,144.0,59961.0,2390374418.0,2817468350.0,12851440.0,13018495.0,1.266615979,0.937418,0.252988
526.0,116.0,59950.0,2449157036.0,2817662163.0,581093354.0,13120957.0,1.343857422,0.866546,0.365148
458.0,126.0,59944.0,2392789054.0,2816851507.0,13292370.0,13367245.0,1.289393513,0.884911,0.297355
545.0,145.0,59932.0,2516520995.0,2818659806.0,580904847.0,13312771.0,1.425000533,0.984642,0.30871
449.0,127.0,59946.0,2387063356.0,2817329874.0,13190960.0,13157469.0,1.254015601,0.908641,0.264697
654.0,169.0,59899.0,2659949918.0,2820262899.0,581198758.0,13631805.0,1.553334192,1.067975,0.312201
431.0,97.0,59897.0,2430814554.0,2818000002.0,13227503.0,13416423.0,1.336039548,0.919337,0.282398
439.0,137.0,60031.0,2390807094.0,2819420888.0,581422105.0,13104549.0,1.278873197,0.945446,0.242022
454.0,99.0,60018.0,2375408512.0,2818752133.0,13900957.0,13024814.0,1.274093556,0.891079,0.275149
454.0,112.0,59991.0,2392944607.0,2817535940.0,580736119.0,13022209.0,1.252156055,0.86135,0.318609
736.0,130.0,59952.0,2529993020.0,2820086407.0,13228189.0,13768745.0,1.487560044,0.999832,0.297952
442.0,115.0,60002.0,2374176690.0,2819337551.0,580994392.0,13343207.0,1.248967445,0.892113,0.27202
376.0,98.0,59946.0,2314177015.0,2817880446.0,12952041.0,12846448.0,1.207342379,0.856834,0.278129
541.0,152.0,59914.0,2500504166.0,2818746662.0,581076992.0,13317103.0,1.354091517,0.906994,0.347229
475.0,144.0,59961.0,2390374418.0,2817468350.0,13081975.0,13018495.0,1.266615979,0.937418,0.252988
526.0,116.0,59950.0,2449157036.0,2817662163.0,581151040.0,13120957.0,1.343857422,0.866546,0.365148
458.0,126.0,59944.0,2392789054.0,2816851507.0,12977593.0,13367245.0,1.289393513,0.884911,0.297355
545.0,145.0,59932.0,2516520995.0,2818659806.0,581838830.0,13312771.0,1.425000533,0.984642,0.30871
449.0,127.0,59946.0,2387063356.0,2817329874.0,13424047.0,13157469.0,1.254015601,0.908641,0.264697
654.0,169.0,59899.0,2659949918.0,2820262899.0,581793093.0,13631805.0,1.553334192,1.067975,0.312201
431.0,97.0,59897.0,2430814554.0,2818000002.0,14904814.0,13416423.0,1.336039548,0.919337,0.282398
439.0,137.0,60031.0,2390807094.0,2819420888.0,581268601.0,13104549.0,1.278873197,0.945446,0.242022
454.0,99.0,60018.0,2375408512.0,2818752133.0,13363117.0,13024814.0,1.274093556,0.891079,0.275149
484.0,138.0,60035.0,2444206091.0,2819503327.0,581200767.0,13011267.0,1.334055916,0.937205,0.290313
555.0,168.0,59906.0,2591239802.0,2818547335.0,13272904.0,13409328.0,1.513393204,1.010792,0.332063
413.0,105.0,59957.0,2338811836.0,2816971799.0,581287205.0,12872822.0,1.260074884,0.878973,0.267948
447.0,120.0,59958.0,2347019255.0,2817656786.0,14763562.0,12934697.0,1.269123352,0.858826,0.29154
649.0,156.0,59871.0,2704396338.0,2819193452.0,581285630.0,13943599.0,1.549784718,1.059267,0.349623
488.0,144.0,59960.0,2455179107.0,2818197178.0,13316188.0,13268887.0,1.345915886,0.90041,0.327533
576.0,141.0,59979.0,2599502077.0,2818643891.0,581480524.0,13246018.0,1.533034786,1.047337,0.329329
527.0,150.0,59960.0,2495074681.0,2818744197.0,14743658.0,13290779.0,1.338498702,0.975894,0.280936
578.0,138.0,59960.0,2588308348.0,2820020567.0,581164470.0,13522110.0,1.454041898,1.002971,0.30358
430.0,119.0,59926.0,2398722511.0,2817328649.0,13152085.0,13012039.0,1.289482793,0.86058,0.324721
468.0,119.0,59910.0,2400465867.0,2817230020.0,580990228.0,13033209.0,1.288296249,0.899982,0.274176
385.0,102.0,59904.0,2376279449.0,2817401694.0,13382593.0,12905306.0,1.328019304,0.871874,0.294541
423.0,123.0,59930.0,2408496309.0,2817344643.0,581048164.0,13039586.0,1.253667958,0.927469,0.254209
430.0,124.0,59909.0,2392739121.0,2817331037.0,12986912.0,12826074.0,1.278179593,0.882763,0.290256
440.0,120.0,59919.0,2435582033.0,2817504649.0,580720975.0,13101098.0,1.304800032,0.916199,0.285104
424.0,123.0,59984.0,2428714302.0,2818671787.0,13087915.0,13206937.0,1.288874947,0.909209,0.278114
434.0,129.0,59895.0,2422710389.0,2817831553.0,580989450.0,13059123.0,1.330927509,0.877743,0.312187
425.0,109.0,59894.0,2390281052.0,2817476756.0,12987328.0,12968475.0,1.306330424,0.942618,0.230512
472.0,111.0,59939.0,2406569441.0,2818239754.0,581463998.0,13187934.0,1.258369045,0.892242,0.293495
484.0,138.0,60035.0,2444206091.0,2819503327.0,13489974.0,13011267.0,1.334055916,0.937205,0.290313
555.0,168.0,59906.0,2591239802.0,2818547335.0,581396838.0,13409328.0,1.513393204,1.010792,0.332063
413.0,105.0,59957.0,2338811836.0,2816971799.0,13726819.0,12872822.0,1.260074884,0.878973,0.267948
447.0,120.0,59958.0,2347019255.0,2817656786.0,581447120.0,12934697.0,1.269123352,0.858826,0.29154
649.0,156.0,59871.0,2704396338.0,2819193452.0,13195563.0,13943599.0,1.549784718,1.059267,0.349623
488.0,144.0,59960.0,2455179107.0,2818197178.0,581028566.0,13268887.0,1.345915886,0.90041,0.327533
576.0,141.0,59979.0,2599502077.0,2818643891.0,13065449.0,13246018.0,1.533034786,1.047337,0.329329
527.0,150.0,59960.0,2495074681.0,2818744197.0,580833925.0,13290779.0,1.338498702,0.975894,0.280936
578.0,138.0,59960.0,2588308348.0,2820020567.0,12889269.0,13522110.0,1.454041898,1.002971,0.30358
430.0,119.0,59926.0,2398722511.0,2817328649.0,580909430.0,13012039.0,1.289482793,0.86058,0.324721
468.0,119.0,59910.0,2400465867.0,2817230020.0,12851440.0,13033209.0,1.288296249,0.899982,0.274176
385.0,102.0,59904.0,2376279449.0,2817401694.0,581093354.0,12905306.0,1.328019304,0.871874,0.294541
423.0,123.0,59930.0,2408496309.0,2817344643.0,13292370.0,13039586.0,1.253667958,0.927469,0.254209
430.0,124.0,59909.0,2392739121.0,2817331037.0,580904847.0,12826074.0,1.278179593,0.882763,0.290256
440.0,120.0,59919.0,2435582033.0,2817504649.0,13190960.0,13101098.0,1.304800032,0.916199,0.285104
424.0,123.0,59984.0,2428714302.0,2818671787.0,581198758.0,13206937.0,1.288874947,0.909209,0.278114
434.0,129.0,59895.0,2422710389.0,2817831553.0,13227503.0,13059123.0,1.330927509,0.877743,0.312187
425.0,109.0,59894.0,2390281052.0,2817476756.0,581422105.0,12968475.0,1.306330424,0.942618,0.230512
472.0,111.0,59939.0,2406569441.0,2818239754.0,13900957.0,13187934.0,1.258369045,0.892242,0.293495
439.0,140.0,59965.0,2431187946.0,2818380152.0,580736119.0,13045242.0,1.280093986,0.868722,0.332736
425.0,107.0,59954.0,2369816274.0,2817476797.0,13228189.0,12812295.0,1.274687568,0.825523,0.336985
446.0,112.0,59890.0,2394169238.0,2817819657.0,580994392.0,13020422.0,1.274685342,0.908557,0.267509
440.0,116.0,59931.0,2384372804.0,2817650237.0,12952041.0,13027686.0,1.278942272,0.901632,0.265309
721.0,106.0,59977.0,2406056322.0,2819696348.0,581076992.0,12925034.0,1.31193545,0.8936,0.303569
707.0,130.0,59965.0,2446570065.0,2820388498.0,13081975.0,13184988.0,1.382273447,0.927666,0.28477
814.0,117.0,59912.0,2463460591.0,2821414365.0,581151040.0,13245530.0,1.313707836,0.889822,0.316129
586.0,116.0,59982.0,2411575650.0,2819051853.0,12977593.0,13005068.0,1.305237319,0.873001,0.3204
707.0,113.0,59946.0,2432072331.0,2819995073.0,581838830.0,13015741.0,1.307989378,0.922064,0.288728
659.0,126.0,59919.0,2425031719.0,2819450248.0,13424047.0,13043741.0,1.311832132,0.875633,0.324908
526.0,121.0,60037.0,2417347203.0,2820142849.0,581793093.0,13085658.0,1.286071942,0.893027,0.295194
536.0,135.0,59998.0,2394315751.0,2818718951.0,14904814.0,12905134.0,1.28021412,0.876663,0.302781
548.0,121.0,59946.0,2412918704.0,2818300121.0,581268601.0,13125563.0,1.288767152,0.880869,0.310866
616.0,140.0,59964.0,2436053027.0,2819650120.0,13363117.0,13111404.0,1.294286852,0.874343,0.324063
460.0,113.0,59899.0,2434623000.0,2818412946.0,581200767.0,13122048.0,1.301367372,0.931677,0.268639
512.0,109.0,59934.0,2399278659.0,2818354414.0,13272904.0,12898077.0,1.308362525,0.859762,0.324811
562.0,126.0,59955.0,2421083600.0,2819252437.0,581287205.0,13145622.0,1.29904242,0.950647,0.243297
663.0,107.0,59902.0,2424039182.0,2819535028.0,14763562.0,13043940.0,1.299553144,0.850863,0.341972
485.0,123.0,59881.0,2389383788.0,2817514909.0,581285630.0,12968057.0,1.301844813,0.84503,0.336077
484.0,113.0,60021.0,2399122150.0,2818739649.0,13316188.0,13072140.0,1.283595504,0.884302,0.295898
527.0,128.0,59951.0,2397030658.0,2818520566.0,581480524.0,12962030.0,1.292024525,0.90655,0.271584
625.0,111.0,59923.0,2397226060.0,2819783937.0,14743658.0,13096585.0,1.291287803,0.875594,0.302858
439.0,140.0,59965.0,2431187946.0,2818380152.0,581164470.0,13045242.0,1.280093986,0.868722,0.332736
425.0,107.0,59954.0,2369816274.0,2817476797.0,13152085.0,12812295.0,1.274687568,0.825523,0.336985
446.0,112.0,59890.0,2394169238.0,2817819657.0,580990228.0,13020422.0,1.274685342,0.908557,0.267509
440.0,116.0,59931.0,2384372804.0,2817650237.0,13382593.0,13027686.0,1.278942272,0.901632,0.265309
721.0,106.0,59977.0,2406056322.0,2819696348.0,581048164.0,12925034.0,1.31193545,0.8936,0.303569
707.0,130.0,59965.0,2446570065.0,2820388498.0,12986912.0,13184988.0,1.382273447,0.927666,0.28477
814.0,117.0,59912.0,2463460591.0,2821414365.0,580720975.0,13245530.0,1.313707836,0.889822,0.316129
586.0,116.0,59982.0,2411575650.0,2819051853.0,13087915.0,13005068.0,1.305237319,0.873001,0.3204
707.0,113.0,59946.0,2432072331.0,2819995073.0,580989450.0,13015741.0,1.307989378,0.922064,0.288728
659.0,126.0,59919.0,2425031719.0,2819450248.0,12987328.0,13043741.0,1.311832132,0.875633,0.324908
526.0,121.0,60037.0,2417347203.0,2820142849.0,581078347.0,13085658.0,1.286071942,0.893027,0.295194
536.0,135.0,59998.0,2394315751.0,2818718951.0,13022209.0,12905134.0,1.28021412,0.876663,0.302781
548.0,121.0,59946.0,2412918704.0,2818300121.0,581501054.0,13125563.0,1.288767152,0.880869,0.310866
616.0,140.0,59964.0,2436053027.0,2819650120.0,13768745.0,13111404.0,1.294286852,0.874343,0.324063
460.0,113.0,59899.0,2434623000.0,2818412946.0,581431795.0,13122048.0,1.301367372,0.931677,0.268639
512.0,109.0,59934.0,2399278659.0,2818354414.0,13343207.0,12898077.0,1.308362525,0.859762,0.324811
562.0,126.0,59955.0,2421083600.0,2819252437.0,581164693.0,13145622.0,1.29904242,0.950647,0.243297
663.0,107.0,59902.0,2424039182.0,2819535028.0,12846448.0,13043940.0,1.299553144,0.850863,0.341972
485.0,123.0,59881.0,2389383788.0,2817514909.0,581304382.0,12968057.0,1.301844813,0.84503,0.336077
484.0,113.0,60021.0,2399122150.0,2818739649.0,13317103.0,13072140.0,1.283595504,0.884302,0.295898
527.0,128.0,59951.0,2397030658.0,2818520566.0,580986015.0,12962030.0,1.292024525,0.90655,0.271584
625.0,111.0,59923.0,2397226060.0,2819783937.0,13018495.0,13096585.0,1.291287803,0.875594,0.302858
798.0,147.0,59921.0,2577520017.0,2820811325.0,581066501.0,13560081.0,1.44044937,0.981583,0.325745
599.0,140.0,59971.0,2446215039.0,2819303906.0,13120957.0,13055442.0,1.366543313,0.923446,0.294799
582.0,128.0,59912.0,2413656333.0,2817468085.0,580869944.0,13090133.0,1.299538271,0.870586,0.319132
540.0,131.0,59913.0,2410151188.0,2817172471.0,13367245.0,13068610.0,1.329851522,0.870031,0.305882
550.0,122.0,59975.0,2414717325.0,2820167104.0,581307681.0,12971958.0,1.323992886,0.872161,0.317886
713.0,151.0,59954.0,2668771402.0,2820753138.0,13312771.0,13745298.0,1.52944638,1.054766,0.319869
935.0,158.0,59945.0,2836361138.0,2820484045.0,581001428.0,13298319.0,1.734279503,1.124731,0.352458
563.0,113.0,59941.0,2399911956.0,2818625894.0,13157469.0,13016995.0,1.296481324,0.931084,0.25101
528.0,123.0,59980.0,2433673905.0,2819052172.0,581523934.0,13132744.0,1.341355532,0.932252,0.265134
544.0,132.0,59995.0,2425411402.0,2819269197.0,13631805.0,13090641.0,1.298694783,0.888829,0.302795
580.0,109.0,59921.0,2421418801.0,2819389709.0,581228989.0,13035174.0,1.299687373,0.895104,0.297325
468.0,139.0,59939.0,2415988188.0,2819177259.0,13416423.0,13078486.0,1.322075629,0.882111,0.311333
